Code,lichaamslocalisatie,pathologie
1945,Gecombineerd ** Hoofd/ Hals,Status na operatief gecorrigeerde congenitale afwijkingen
1946,Gecombineerd ** Hoofd/ Hals,Lymfevataandoeningen / oedeem
1947,Gecombineerd ** Hoofd/ Hals,Ulcus / decubitus / necrose
1948,Gecombineerd ** Hoofd/ Hals,"Algemeen vaatlijden, circulatiestoornissen"
1949,Gecombineerd ** Hoofd/ Hals,Onbekend
1950,Gecombineerd ** Hoofd/ Hals,Cara
1951,Gecombineerd ** Hoofd/ Hals,Aangeboren afwijkingen tractus respiratorius
1952,Gecombineerd ** Hoofd/ Hals,Pneumothorax / longoedeem
1953,Gecombineerd ** Hoofd/ Hals,Luchtweginfecties
1954,Gecombineerd ** Hoofd/ Hals,COPD
1955,Gecombineerd ** Hoofd/ Hals,Emfyseem
1956,Gecombineerd ** Hoofd/ Hals,Interstitiële longaandoeningen incl. sarcoïdose
1960,Gecombineerd ** Hoofd/ Hals,Diabetes mellitus
1961,Gecombineerd ** Hoofd/ Hals,Immuniteitsstoornissen
1962,Gecombineerd ** Hoofd/ Hals,Spastisch colon
1964,Gecombineerd ** Hoofd/ Hals,Adipositas
1965,Gecombineerd ** Hoofd/ Hals,"Overige-, erfelijke aandoeningen"
1968,Gecombineerd ** Hoofd/ Hals,Chirurgie niet bewegingsapparaat (niet cardiochirurgie)
1969,Gecombineerd ** Hoofd/ Hals,Nieuwvormingen zonder chirurgie
1970,Gecombineerd ** Hoofd/ Hals,Perifere zenuwaandoening
1971,Gecombineerd ** Hoofd/ Hals,Cerebellaire aandoeningen / encephalopathieën
1972,Gecombineerd ** Hoofd/ Hals,Cerebrovasculair accident / centrale parese
1973,Gecombineerd ** Hoofd/ Hals,Multiple sclerose / ALS/ spinale spieratrofie
1974,Gecombineerd ** Hoofd/ Hals,Parkinson / extrapyramidale aandoening
1975,Gecombineerd ** Hoofd/ Hals,HNP met radiculair syndroom
1976,Gecombineerd ** Hoofd/ Hals,Dwarslaesie (incl. traumatisch en partieel)
1977,Gecombineerd ** Hoofd/ Hals,Neurotraumata
1978,Gecombineerd ** Hoofd/ Hals,Overige neurologische aandoeningen / neuropathieën /ziekten van neurologische oorsprong
1979,Gecombineerd ** Hoofd/ Hals,Psychomotore retardatie / ontwikkelingsstoornissen
1980,Gecombineerd ** Hoofd/ Hals,Symptomatologie (nog zonder aanwijsbare pathologie)
1981,Gecombineerd ** Hoofd/ Hals,Psychosomatische aandoeningen
1982,Gecombineerd ** Hoofd/ Hals,Hyperventilatie zonder longpathologie
1983,Gecombineerd ** Hoofd/ Hals,Proctologie
1984,Gecombineerd ** Hoofd/ Hals,"M.D.L. (Maag, Darm, Lever)"
1985,Gecombineerd ** Hoofd/ Hals,Seksuologie
1986,Gecombineerd ** Hoofd/ Hals,"Urine incontinentie, incontinentie urinae"
1987,Gecombineerd ** Hoofd/ Hals,"Fecale incontinentie, incontinentie alvi"
1988,Gecombineerd ** Hoofd/ Hals,Urologie
1989,Gecombineerd ** Hoofd/ Hals,Gynaecologie
1990,Gecombineerd ** Hoofd/ Hals,"Reumatoïde arthritis, chronische reuma"
1991,Gecombineerd ** Hoofd/ Hals,Juveniel reuma
1992,Gecombineerd ** Hoofd/ Hals,(Poly-) arthritis
1993,Gecombineerd ** Hoofd/ Hals,Spondylitis ankylopoetica / ankylose
1994,Gecombineerd ** Hoofd/ Hals,Overige reumatische- en collageenaandoeningen 
1995,Gecombineerd ** Hoofd/ Hals,Littekenweefsel
1996,Gecombineerd ** Hoofd/ Hals,Sclerodermie
1997,Gecombineerd ** Hoofd/ Hals,Psoriasis
1998,Gecombineerd ** Hoofd/ Hals,Hyperhydrosis
1999,Gecombineerd ** Hoofd/ Hals,Overige huidaandoeningen
2000,Regio thoracalis anterior (oppervlakkige weke delen),Amputatie
2001,Regio thoracalis anterior (oppervlakkige weke delen),"Gewrichten, uitgezonderd wervelkolom, meniscectomie, synovectomie"
2002,Regio thoracalis anterior (oppervlakkige weke delen),"Botten, uitgezonderd wervelkolom"
2003,Regio thoracalis anterior (oppervlakkige weke delen),"Meniscectomie, synovectomie"
2004,Regio thoracalis anterior (oppervlakkige weke delen),"Pees, spier, ligament"
2005,Regio thoracalis anterior (oppervlakkige weke delen),Wervelkolom
2006,Regio thoracalis anterior (oppervlakkige weke delen),Verwijderde osteosynthese materiaal
2008,Regio thoracalis anterior (oppervlakkige weke delen),Postoperatieve contractuur / atrofie
2009,Regio thoracalis anterior (oppervlakkige weke delen),Overige chirurgie van het bewegingsapparaat (incl. nieuwvormingen)
2010,Regio thoracalis anterior (oppervlakkige weke delen),Aseptische botnecrose
2011,Regio thoracalis anterior (oppervlakkige weke delen),Afwijkingen wervelkolom / bekken
2012,Regio thoracalis anterior (oppervlakkige weke delen),Skeletafwijkingen (aangeboren)
2013,Regio thoracalis anterior (oppervlakkige weke delen),Ossificatiestoornis
2014,Regio thoracalis anterior (oppervlakkige weke delen),Ontstekingen / nieuwvormingen in het skelet
2015,Regio thoracalis anterior (oppervlakkige weke delen),Pseudo-arthrose / epiphysiolysis / apofysitiden
2016,Regio thoracalis anterior (oppervlakkige weke delen),Standsafwijkingen extremiteiten
2017,Regio thoracalis anterior (oppervlakkige weke delen),"Afwijkingen gewrichten, uitgezonderd wervelkolom / bekken"
2018,Regio thoracalis anterior (oppervlakkige weke delen),Overige orthopedische aandoeningen zonder chirurgie
2019,Regio thoracalis anterior (oppervlakkige weke delen),Dupuytren
2020,Regio thoracalis anterior (oppervlakkige weke delen),Epicondylitis / tendinitis / tendovaginitis
2021,Regio thoracalis anterior (oppervlakkige weke delen),Bursitis (niet traumatisch) / capsulitis
2022,Regio thoracalis anterior (oppervlakkige weke delen),Chondropathie / arthropathie / meniscuslaesie
2023,Regio thoracalis anterior (oppervlakkige weke delen),Arthrose
2024,Regio thoracalis anterior (oppervlakkige weke delen),Osteoporose
2025,Regio thoracalis anterior (oppervlakkige weke delen),Syndroom van Costen
2026,Regio thoracalis anterior (oppervlakkige weke delen),"Spier-, pees- en fascie aandoeningen"
2027,Regio thoracalis anterior (oppervlakkige weke delen),"Discusdegeneratie, coccygodynie / HNP"
2028,Regio thoracalis anterior (oppervlakkige weke delen),Sudeckse a(dys)trofie
2031,Regio thoracalis anterior (oppervlakkige weke delen),Gewrichtcontusie / -distorsie
2032,Regio thoracalis anterior (oppervlakkige weke delen),Luxatie (sub-)
2033,Regio thoracalis anterior (oppervlakkige weke delen),"Spier-, peesruptuur / haematoom"
2034,Regio thoracalis anterior (oppervlakkige weke delen),Hydrops / haemarthos / haematoom
2035,Regio thoracalis anterior (oppervlakkige weke delen),Myositis ossificans / adhaesies / traumatische bursitis
2036,Regio thoracalis anterior (oppervlakkige weke delen),Fracturen
2037,Regio thoracalis anterior (oppervlakkige weke delen),Onbekend
2038,Regio thoracalis anterior (oppervlakkige weke delen),Whiplash injury (nektrauma)
2039,Regio thoracalis anterior (oppervlakkige weke delen),Status na brandwonden
2040,Regio thoracalis anterior (oppervlakkige weke delen),Hartaandoeningen (niet genoemd onder 41 t/m 49)
2041,Regio thoracalis anterior (oppervlakkige weke delen),Myocard-infarct (AMI)
2042,Regio thoracalis anterior (oppervlakkige weke delen),Status na coronary artery bypassoperatie (CABG)
2043,Regio thoracalis anterior (oppervlakkige weke delen),Status na percutane transluminale coronair angioplastiek (PTCA)
2044,Regio thoracalis anterior (oppervlakkige weke delen),Status na hartklepoperatie
2045,Regio thoracalis anterior (oppervlakkige weke delen),Status na operatief gecorrigeerde congenitale afwijkingen
2046,Regio thoracalis anterior (oppervlakkige weke delen),Lymfevataandoeningen / oedeem
2047,Regio thoracalis anterior (oppervlakkige weke delen),Ulcus / decubitus / necrose
2048,Regio thoracalis anterior (oppervlakkige weke delen),"Algemeen vaatlijden, circulatiestoornissen"
2049,Regio thoracalis anterior (oppervlakkige weke delen),Onbekend
2050,Regio thoracalis anterior (oppervlakkige weke delen),Cara
2051,Regio thoracalis anterior (oppervlakkige weke delen),Aangeboren afwijkingen tractus respiratorius
2052,Regio thoracalis anterior (oppervlakkige weke delen),Pneumothorax / longoedeem
2053,Regio thoracalis anterior (oppervlakkige weke delen),Luchtweginfecties
2054,Regio thoracalis anterior (oppervlakkige weke delen),COPD
2055,Regio thoracalis anterior (oppervlakkige weke delen),Emfyseem
2056,Regio thoracalis anterior (oppervlakkige weke delen),Interstitiële longaandoeningen incl. sarcoïdose
2060,Regio thoracalis anterior (oppervlakkige weke delen),Diabetes mellitus
2061,Regio thoracalis anterior (oppervlakkige weke delen),Immuniteitsstoornissen
2062,Regio thoracalis anterior (oppervlakkige weke delen),Spastisch colon
2064,Regio thoracalis anterior (oppervlakkige weke delen),Adipositas
2065,Regio thoracalis anterior (oppervlakkige weke delen),"Overige-, erfelijke aandoeningen"
2068,Regio thoracalis anterior (oppervlakkige weke delen),Chirurgie niet bewegingsapparaat (niet cardiochirurgie)
2069,Regio thoracalis anterior (oppervlakkige weke delen),Nieuwvormingen zonder chirurgie
2070,Regio thoracalis anterior (oppervlakkige weke delen),Perifere zenuwaandoening
2071,Regio thoracalis anterior (oppervlakkige weke delen),Cerebellaire aandoeningen / encephalopathieën
2072,Regio thoracalis anterior (oppervlakkige weke delen),Cerebrovasculair accident / centrale parese
2073,Regio thoracalis anterior (oppervlakkige weke delen),Multiple sclerose / ALS/ spinale spieratrofie
2074,Regio thoracalis anterior (oppervlakkige weke delen),Parkinson / extrapyramidale aandoening
2075,Regio thoracalis anterior (oppervlakkige weke delen),HNP met radiculair syndroom
2076,Regio thoracalis anterior (oppervlakkige weke delen),Dwarslaesie (incl. traumatisch en partieel)
2077,Regio thoracalis anterior (oppervlakkige weke delen),Neurotraumata
2078,Regio thoracalis anterior (oppervlakkige weke delen),Overige neurologische aandoeningen / neuropathieën /ziekten van neurologische oorsprong
2079,Regio thoracalis anterior (oppervlakkige weke delen),Psychomotore retardatie / ontwikkelingsstoornissen
2080,Regio thoracalis anterior (oppervlakkige weke delen),Symptomatologie (nog zonder aanwijsbare pathologie)
2081,Regio thoracalis anterior (oppervlakkige weke delen),Psychosomatische aandoeningen
2082,Regio thoracalis anterior (oppervlakkige weke delen),Hyperventilatie zonder longpathologie
2083,Regio thoracalis anterior (oppervlakkige weke delen),Proctologie
2084,Regio thoracalis anterior (oppervlakkige weke delen),"M.D.L. (Maag, Darm, Lever)"
2085,Regio thoracalis anterior (oppervlakkige weke delen),Seksuologie
2086,Regio thoracalis anterior (oppervlakkige weke delen),"Urine incontinentie, incontinentie urinae"
2087,Regio thoracalis anterior (oppervlakkige weke delen),"Fecale incontinentie, incontinentie alvi"
2088,Regio thoracalis anterior (oppervlakkige weke delen),Urologie
2089,Regio thoracalis anterior (oppervlakkige weke delen),Gynaecologie
2090,Regio thoracalis anterior (oppervlakkige weke delen),"Reumatoïde arthritis, chronische reuma"
2091,Regio thoracalis anterior (oppervlakkige weke delen),Juveniel reuma
2092,Regio thoracalis anterior (oppervlakkige weke delen),(Poly-) arthritis
2093,Regio thoracalis anterior (oppervlakkige weke delen),Spondylitis ankylopoetica / ankylose
2094,Regio thoracalis anterior (oppervlakkige weke delen),Overige reumatische- en collageenaandoeningen 
2095,Regio thoracalis anterior (oppervlakkige weke delen),Littekenweefsel
2096,Regio thoracalis anterior (oppervlakkige weke delen),Sclerodermie
2097,Regio thoracalis anterior (oppervlakkige weke delen),Psoriasis
2098,Regio thoracalis anterior (oppervlakkige weke delen),Hyperhydrosis
2099,Regio thoracalis anterior (oppervlakkige weke delen),Overige huidaandoeningen
2100,Regio thoracalis dorsalis (oppervlakkige weke delen),Amputatie
2101,Regio thoracalis dorsalis (oppervlakkige weke delen),"Gewrichten, uitgezonderd wervelkolom, meniscectomie, synovectomie"
2102,Regio thoracalis dorsalis (oppervlakkige weke delen),"Botten, uitgezonderd wervelkolom"
2103,Regio thoracalis dorsalis (oppervlakkige weke delen),"Meniscectomie, synovectomie"
2104,Regio thoracalis dorsalis (oppervlakkige weke delen),"Pees, spier, ligament"
2105,Regio thoracalis dorsalis (oppervlakkige weke delen),Wervelkolom
2106,Regio thoracalis dorsalis (oppervlakkige weke delen),Verwijderde osteosynthese materiaal
2108,Regio thoracalis dorsalis (oppervlakkige weke delen),Postoperatieve contractuur / atrofie
2109,Regio thoracalis dorsalis (oppervlakkige weke delen),Overige chirurgie van het bewegingsapparaat (incl. nieuwvormingen)
2110,Regio thoracalis dorsalis (oppervlakkige weke delen),Aseptische botnecrose
2111,Regio thoracalis dorsalis (oppervlakkige weke delen),Afwijkingen wervelkolom / bekken
2112,Regio thoracalis dorsalis (oppervlakkige weke delen),Skeletafwijkingen (aangeboren)
2113,Regio thoracalis dorsalis (oppervlakkige weke delen),Ossificatiestoornis
2114,Regio thoracalis dorsalis (oppervlakkige weke delen),Ontstekingen / nieuwvormingen in het skelet
2115,Regio thoracalis dorsalis (oppervlakkige weke delen),Pseudo-arthrose / epiphysiolysis / apofysitiden
2116,Regio thoracalis dorsalis (oppervlakkige weke delen),Standsafwijkingen extremiteiten
2117,Regio thoracalis dorsalis (oppervlakkige weke delen),"Afwijkingen gewrichten, uitgezonderd wervelkolom / bekken"
2118,Regio thoracalis dorsalis (oppervlakkige weke delen),Overige orthopedische aandoeningen zonder chirurgie
2119,Regio thoracalis dorsalis (oppervlakkige weke delen),Dupuytren
2120,Regio thoracalis dorsalis (oppervlakkige weke delen),Epicondylitis / tendinitis / tendovaginitis
2121,Regio thoracalis dorsalis (oppervlakkige weke delen),Bursitis (niet traumatisch) / capsulitis
2122,Regio thoracalis dorsalis (oppervlakkige weke delen),Chondropathie / arthropathie / meniscuslaesie
2123,Regio thoracalis dorsalis (oppervlakkige weke delen),Arthrose
2124,Regio thoracalis dorsalis (oppervlakkige weke delen),Osteoporose
2125,Regio thoracalis dorsalis (oppervlakkige weke delen),Syndroom van Costen
2126,Regio thoracalis dorsalis (oppervlakkige weke delen),"Spier-, pees- en fascie aandoeningen"
2127,Regio thoracalis dorsalis (oppervlakkige weke delen),"Discusdegeneratie, coccygodynie / HNP"
2128,Regio thoracalis dorsalis (oppervlakkige weke delen),Sudeckse a(dys)trofie
2131,Regio thoracalis dorsalis (oppervlakkige weke delen),Gewrichtcontusie / -distorsie
2132,Regio thoracalis dorsalis (oppervlakkige weke delen),Luxatie (sub-)
2133,Regio thoracalis dorsalis (oppervlakkige weke delen),"Spier-, peesruptuur / haematoom"
2134,Regio thoracalis dorsalis (oppervlakkige weke delen),Hydrops / haemarthos / haematoom
2135,Regio thoracalis dorsalis (oppervlakkige weke delen),Myositis ossificans / adhaesies / traumatische bursitis
2136,Regio thoracalis dorsalis (oppervlakkige weke delen),Fracturen
2137,Regio thoracalis dorsalis (oppervlakkige weke delen),Onbekend
2138,Regio thoracalis dorsalis (oppervlakkige weke delen),Whiplash injury (nektrauma)
2139,Regio thoracalis dorsalis (oppervlakkige weke delen),Status na brandwonden
2140,Regio thoracalis dorsalis (oppervlakkige weke delen),Hartaandoeningen (niet genoemd onder 41 t/m 49)
2141,Regio thoracalis dorsalis (oppervlakkige weke delen),Myocard-infarct (AMI)
2142,Regio thoracalis dorsalis (oppervlakkige weke delen),Status na coronary artery bypassoperatie (CABG)
2143,Regio thoracalis dorsalis (oppervlakkige weke delen),Status na percutane transluminale coronair angioplastiek (PTCA)
2144,Regio thoracalis dorsalis (oppervlakkige weke delen),Status na hartklepoperatie
2145,Regio thoracalis dorsalis (oppervlakkige weke delen),Status na operatief gecorrigeerde congenitale afwijkingen
2146,Regio thoracalis dorsalis (oppervlakkige weke delen),Lymfevataandoeningen / oedeem
2147,Regio thoracalis dorsalis (oppervlakkige weke delen),Ulcus / decubitus / necrose
2148,Regio thoracalis dorsalis (oppervlakkige weke delen),"Algemeen vaatlijden, circulatiestoornissen"
2149,Regio thoracalis dorsalis (oppervlakkige weke delen),Onbekend
2150,Regio thoracalis dorsalis (oppervlakkige weke delen),Cara
2151,Regio thoracalis dorsalis (oppervlakkige weke delen),Aangeboren afwijkingen tractus respiratorius
2152,Regio thoracalis dorsalis (oppervlakkige weke delen),Pneumothorax / longoedeem
2153,Regio thoracalis dorsalis (oppervlakkige weke delen),Luchtweginfecties
2154,Regio thoracalis dorsalis (oppervlakkige weke delen),COPD
2155,Regio thoracalis dorsalis (oppervlakkige weke delen),Emfyseem
2156,Regio thoracalis dorsalis (oppervlakkige weke delen),Interstitiële longaandoeningen incl. sarcoïdose
2160,Regio thoracalis dorsalis (oppervlakkige weke delen),Diabetes mellitus
2161,Regio thoracalis dorsalis (oppervlakkige weke delen),Immuniteitsstoornissen
2162,Regio thoracalis dorsalis (oppervlakkige weke delen),Spastisch colon
2164,Regio thoracalis dorsalis (oppervlakkige weke delen),Adipositas
2165,Regio thoracalis dorsalis (oppervlakkige weke delen),"Overige-, erfelijke aandoeningen"
2168,Regio thoracalis dorsalis (oppervlakkige weke delen),Chirurgie niet bewegingsapparaat (niet cardiochirurgie)
2169,Regio thoracalis dorsalis (oppervlakkige weke delen),Nieuwvormingen zonder chirurgie
2170,Regio thoracalis dorsalis (oppervlakkige weke delen),Perifere zenuwaandoening
2171,Regio thoracalis dorsalis (oppervlakkige weke delen),Cerebellaire aandoeningen / encephalopathieën
2172,Regio thoracalis dorsalis (oppervlakkige weke delen),Cerebrovasculair accident / centrale parese
2173,Regio thoracalis dorsalis (oppervlakkige weke delen),Multiple sclerose / ALS/ spinale spieratrofie
2174,Regio thoracalis dorsalis (oppervlakkige weke delen),Parkinson / extrapyramidale aandoening
2175,Regio thoracalis dorsalis (oppervlakkige weke delen),HNP met radiculair syndroom
2176,Regio thoracalis dorsalis (oppervlakkige weke delen),Dwarslaesie (incl. traumatisch en partieel)
2177,Regio thoracalis dorsalis (oppervlakkige weke delen),Neurotraumata
2178,Regio thoracalis dorsalis (oppervlakkige weke delen),Overige neurologische aandoeningen / neuropathieën /ziekten van neurologische oorsprong
2179,Regio thoracalis dorsalis (oppervlakkige weke delen),Psychomotore retardatie / ontwikkelingsstoornissen
2180,Regio thoracalis dorsalis (oppervlakkige weke delen),Symptomatologie (nog zonder aanwijsbare pathologie)
2181,Regio thoracalis dorsalis (oppervlakkige weke delen),Psychosomatische aandoeningen
2182,Regio thoracalis dorsalis (oppervlakkige weke delen),Hyperventilatie zonder longpathologie
2183,Regio thoracalis dorsalis (oppervlakkige weke delen),Proctologie
2184,Regio thoracalis dorsalis (oppervlakkige weke delen),"M.D.L. (Maag, Darm, Lever)"
2185,Regio thoracalis dorsalis (oppervlakkige weke delen),Seksuologie
2186,Regio thoracalis dorsalis (oppervlakkige weke delen),"Urine incontinentie, incontinentie urinae"
2187,Regio thoracalis dorsalis (oppervlakkige weke delen),"Fecale incontinentie, incontinentie alvi"
2188,Regio thoracalis dorsalis (oppervlakkige weke delen),Urologie
2189,Regio thoracalis dorsalis (oppervlakkige weke delen),Gynaecologie
2190,Regio thoracalis dorsalis (oppervlakkige weke delen),"Reumatoïde arthritis, chronische reuma"
2191,Regio thoracalis dorsalis (oppervlakkige weke delen),Juveniel reuma
2192,Regio thoracalis dorsalis (oppervlakkige weke delen),(Poly-) arthritis
2193,Regio thoracalis dorsalis (oppervlakkige weke delen),Spondylitis ankylopoetica / ankylose
2194,Regio thoracalis dorsalis (oppervlakkige weke delen),Overige reumatische- en collageenaandoeningen 
2195,Regio thoracalis dorsalis (oppervlakkige weke delen),Littekenweefsel
2196,Regio thoracalis dorsalis (oppervlakkige weke delen),Sclerodermie
